,Date,Year,Week,Month,START hour,Week day,T High,T Low,P Open,P High,P Low,P Close,variacion PH-PL,variacion TH-TL,High first,H sweep,L sweep,Variacion Posterior PH-PL,Contenido,Trend,isHigh
10,2019-09-26 18:00:00,2019,38,Sep,18,Thursday,2019-09-27 11:38:25,2019-09-26 20:37:30,1.098,1.102,1.0966,1.1002,0.005400000000000071,0 days 15:00:55,False,False,True,-0.006350000000000078,False,T_Down,NaN
11,2019-09-29 18:00:00,2019,39,Sep,18,Sunday,2019-09-30 03:02:30,2019-09-30 08:14:45,1.09995,1.1008,1.09445,1.0958,-0.006350000000000078,0 days 05:12:15,True,False,True,0.006399999999999961,False,T_Down,NaN
12,2019-09-30 18:00:00,2019,39,Sep,18,Monday,2019-10-01 12:20:20,2019-10-01 02:59:40,1.0957,1.10025,1.09385,1.09915,0.006399999999999961,0 days 09:20:40,False,False,True,0.005900000000000016,False,T_Down,NaN
13,2019-10-01 18:00:00,2019,39,Oct,18,Tuesday,2019-10-02 13:48:00,2019-10-02 04:59:10,1.099,1.1021,1.0962,1.10155,0.005900000000000016,0 days 08:48:50,False,True,False,0.0059499999999999,False,T_Up,NaN
14,2019-10-02 18:00:00,2019,39,Oct,18,Wednesday,2019-10-03 10:11:25,2019-10-03 03:00:00,1.1015,1.1055,1.09955,1.10175,0.0059499999999999,0 days 07:11:25,False,True,False,-0.0045999999999999375,False,T_Up,NaN
15,2019-10-03 18:00:00,2019,39,Oct,18,Thursday,2019-10-04 08:30:00,2019-10-04 08:37:05,1.1026,1.1058,1.1012,1.10335,-0.0045999999999999375,0 days 00:07:05,True,True,False,0.0039000000000000146,False,T_Up,NaN
16,2019-10-06 18:00:00,2019,40,Oct,18,Sunday,2019-10-07 09:57:40,2019-10-07 04:36:50,1.10305,1.10535,1.10145,1.10235,0.0039000000000000146,0 days 05:20:50,False,False,False,-0.005499999999999838,True,Converge,NaN
17,2019-10-07 18:00:00,2019,40,Oct,18,Monday,2019-10-08 06:30:40,2019-10-08 14:35:50,1.10215,1.10475,1.09925,1.10075,-0.005499999999999838,0 days 08:05:10,True,False,True,0.0037000000000000366,False,T_Down,NaN
18,2019-10-08 18:00:00,2019,40,Oct,18,Tuesday,2019-10-09 05:11:30,2019-10-08 18:27:10,1.10065,1.10425,1.10055,1.10225,0.0037000000000000366,0 days 10:44:20,False,False,False,0.006250000000000089,True,Converge,NaN
19,2019-10-09 18:00:00,2019,40,Oct,18,Wednesday,2019-10-10 07:30:30,2019-10-09 18:00:00,1.10205,1.1083,1.10205,1.1054,0.006250000000000089,0 days 13:30:30,False,True,False,0.006250000000000089,False,T_Up,NaN
20,2019-10-10 18:00:00,2019,40,Oct,18,Thursday,2019-10-11 07:26:50,2019-10-11 04:52:00,1.1057,1.11115,1.1049,1.10855,0.006250000000000089,0 days 02:34:50,False,True,False,0.002950000000000008,False,T_Up,NaN
21,2019-10-13 18:00:00,2019,41,Oct,18,Sunday,2019-10-14 06:32:05,2019-10-14 02:56:40,1.10855,1.1089,1.10595,1.1073,0.002950000000000008,0 days 03:35:25,False,False,False,-0.00550000000000006,True,Converge,NaN
22,2019-10-14 18:00:00,2019,41,Oct,18,Monday,2019-10-15 02:40:30,2019-10-15 09:58:35,1.1073,1.1092,1.1037,1.1078,-0.00550000000000006,0 days 07:18:05,True,True,True,0.006400000000000183,True,D_sweep,NaN
23,2019-10-15 18:00:00,2019,41,Oct,18,Tuesday,2019-10-16 12:45:30,2019-10-16 05:19:35,1.10775,1.11315,1.10675,1.11175,0.006400000000000183,0 days 07:25:55,False,True,False,0.007500000000000062,False,T_Up,NaN
24,2019-10-16 18:00:00,2019,41,Oct,18,Wednesday,2019-10-17 05:39:25,2019-10-17 03:00:25,1.1118,1.11835,1.11085,1.11675,0.007500000000000062,0 days 02:39:00,False,True,False,0.005800000000000027,False,T_Up,NaN
25,2019-10-17 18:00:00,2019,41,Oct,18,Thursday,2019-10-18 16:58:40,2019-10-18 02:48:25,1.1171,1.1215,1.1157,1.12145,0.005800000000000027,0 days 14:10:15,False,True,False,-0.0040999999999999925,False,T_Up,NaN
26,2019-10-20 18:00:00,2019,42,Oct,18,Sunday,2019-10-21 04:23:20,2019-10-21 11:26:20,1.1199,1.12215,1.11805,1.11915,-0.0040999999999999925,0 days 07:03:00,True,True,False,-0.003949999999999898,False,T_Up,NaN
27,2019-10-21 18:00:00,2019,42,Oct,18,Monday,2019-10-21 21:16:45,2019-10-22 15:04:10,1.11915,1.1198,1.11585,1.11655,-0.003949999999999898,0 days 17:47:25,True,False,True,0.003449999999999953,False,T_Down,NaN
28,2019-10-22 18:00:00,2019,42,Oct,18,Tuesday,2019-10-23 15:34:20,2019-10-23 06:59:45,1.11655,1.11805,1.1146,1.11695,0.003449999999999953,0 days 08:34:35,False,False,True,-0.007000000000000117,False,T_Down,NaN
29,2019-10-23 18:00:00,2019,42,Oct,18,Wednesday,2019-10-24 03:29:25,2019-10-24 11:24:00,1.117,1.12,1.113,1.11425,-0.007000000000000117,0 days 07:54:35,True,True,True,-0.004999999999999893,True,D_sweep,NaN
30,2019-10-24 18:00:00,2019,42,Oct,18,Thursday,2019-10-25 04:48:25,2019-10-25 12:51:00,1.11425,1.11595,1.11095,1.11175,-0.004999999999999893,0 days 08:02:35,True,False,True,0.003049999999999997,False,T_Down,NaN
31,2019-10-27 18:00:00,2019,43,Oct,18,Sunday,2019-10-28 07:12:15,2019-10-27 22:17:05,1.1117,1.1143,1.11125,1.1135,0.003049999999999997,0 days 08:55:10,False,False,False,0.004550000000000054,True,Converge,NaN
32,2019-10-28 18:00:00,2019,43,Oct,18,Monday,2019-10-29 11:59:50,2019-10-29 06:29:10,1.1136,1.11535,1.1108,1.11465,0.004550000000000054,0 days 05:30:40,False,True,True,0.00714999999999999,True,D_sweep,NaN
33,2019-10-29 18:00:00,2019,43,Oct,18,Tuesday,2019-10-30 16:16:20,2019-10-30 14:40:55,1.1145,1.1185,1.11135,1.11835,0.00714999999999999,0 days 01:35:25,False,True,False,-0.0043999999999999595,False,T_Up,NaN
34,2019-10-30 18:00:00,2019,43,Oct,18,Wednesday,2019-10-31 04:59:55,2019-10-31 10:21:40,1.11855,1.12075,1.11635,1.11825,-0.0043999999999999595,0 days 05:21:45,True,True,False,0.004450000000000065,False,T_Up,True
35,2019-10-31 18:00:00,2019,43,Oct,18,Thursday,2019-11-01 11:43:20,2019-11-01 08:36:45,1.1184,1.1203,1.11585,1.11965,0.004450000000000065,0 days 03:06:35,False,False,True,-0.005099999999999882,False,T_Down,NaN
36,2019-11-03 18:00:00,2019,44,Nov,18,Sunday,2019-11-04 02:20:10,2019-11-04 15:02:00,1.1196,1.12055,1.11545,1.11575,-0.005099999999999882,0 days 12:41:50,True,True,True,-0.00770000000000004,True,D_sweep,NaN
37,2019-11-04 18:00:00,2019,44,Nov,18,Monday,2019-11-05 03:05:50,2019-11-05 11:33:05,1.11515,1.1169,1.1092,1.11015,-0.00770000000000004,0 days 08:27:15,True,False,True,-0.003049999999999997,False,T_Down,NaN
38,2019-11-05 18:00:00,2019,44,Nov,18,Tuesday,2019-11-06 04:44:50,2019-11-06 12:42:30,1.11015,1.1121,1.10905,1.10945,-0.003049999999999997,0 days 07:57:40,True,False,True,-0.005599999999999827,False,T_Down,NaN
39,2019-11-06 18:00:00,2019,44,Nov,18,Wednesday,2019-11-07 05:58:00,2019-11-07 10:57:25,1.10935,1.1117,1.1061,1.10745,-0.005599999999999827,0 days 04:59:25,True,False,True,-0.0039000000000000146,False,T_Down,NaN
40,2019-11-07 18:00:00,2019,44,Nov,18,Thursday,2019-11-08 03:02:55,2019-11-08 11:07:40,1.10755,1.1081,1.1042,1.1045,-0.0039000000000000146,0 days 08:04:45,True,False,True,0.002650000000000041,False,T_Down,NaN
41,2019-11-10 18:00:00,2019,45,Nov,18,Sunday,2019-11-11 08:16:10,2019-11-10 19:54:15,1.1044,1.1067,1.10405,1.1058,0.002650000000000041,0 days 12:21:55,False,False,True,-0.0036000000000000476,False,T_Down,NaN
42,2019-11-11 18:00:00,2019,45,Nov,18,Monday,2019-11-11 19:06:00,2019-11-12 10:42:15,1.1057,1.10615,1.10255,1.1032,-0.0036000000000000476,0 days 15:36:15,True,False,True,-0.0025000000000001688,False,T_Down,NaN
43,2019-11-12 18:00:00,2019,45,Nov,18,Tuesday,2019-11-13 05:02:15,2019-11-13 12:04:35,1.10335,1.1043,1.1018,1.1029,-0.0025000000000001688,0 days 07:02:20,True,False,True,0.0039000000000000146,False,T_Down,NaN
44,2019-11-13 18:00:00,2019,45,Nov,18,Wednesday,2019-11-14 13:59:25,2019-11-14 06:42:35,1.1029,1.10485,1.10095,1.1041,0.0039000000000000146,0 days 07:16:50,False,True,True,0.004250000000000087,True,D_sweep,NaN
45,2019-11-14 18:00:00,2019,45,Nov,18,Thursday,2019-11-15 13:48:45,2019-11-15 04:20:10,1.10405,1.10765,1.1034,1.10715,0.004250000000000087,0 days 09:28:35,False,True,False,0.0039000000000000146,False,T_Up,NaN
46,2019-11-17 18:00:00,2019,46,Nov,18,Sunday,2019-11-18 11:16:25,2019-11-17 18:31:15,1.1072,1.11095,1.10705,1.10915,0.0039000000000000146,0 days 16:45:10,False,True,False,0.0020999999999999908,False,T_Up,NaN
47,2019-11-18 18:00:00,2019,46,Nov,18,Monday,2019-11-19 10:47:20,2019-11-18 20:06:40,1.109,1.1102,1.1081,1.10965,0.0020999999999999908,0 days 14:40:40,False,False,False,0.002850000000000019,True,Converge,NaN
48,2019-11-19 18:00:00,2019,46,Nov,18,Tuesday,2019-11-20 10:04:30,2019-11-20 08:21:35,1.10945,1.1099,1.10705,1.109,0.002850000000000019,0 days 01:42:55,False,False,True,-0.0045999999999999375,False,T_Down,NaN
49,2019-11-20 18:00:00,2019,46,Nov,18,Wednesday,2019-11-21 08:04:35,2019-11-21 14:04:25,1.10915,1.1113,1.1067,1.1074,-0.0045999999999999375,0 days 05:59:50,True,True,True,-0.00825000000000009,True,D_sweep,NaN
50,2019-11-21 18:00:00,2019,46,Nov,18,Thursday,2019-11-22 03:30:00,2019-11-22 14:47:30,1.1076,1.11115,1.1029,1.1034,-0.00825000000000009,0 days 11:17:30,True,False,True,-0.002950000000000008,False,T_Down,NaN
51,2019-11-24 18:00:00,2019,47,Nov,18,Sunday,2019-11-25 03:06:35,2019-11-25 09:31:00,1.10355,1.1047,1.10175,1.1027,-0.002950000000000008,0 days 06:24:25,True,False,True,0.0018499999999999073,False,T_Down,NaN
52,2019-11-25 18:00:00,2019,47,Nov,18,Monday,2019-11-26 16:12:05,2019-11-25 20:06:55,1.10265,1.10385,1.102,1.1034,0.0018499999999999073,0 days 20:05:10,False,False,False,-0.003249999999999975,True,Converge,NaN
53,2019-11-26 18:00:00,2019,47,Nov,18,Tuesday,2019-11-26 18:00:00,2019-11-27 09:47:15,1.1035,1.1037,1.10045,1.1012,-0.003249999999999975,0 days 15:47:15,True,False,True,-0.0017500000000001403,False,T_Down,NaN
54,2019-11-27 18:00:00,2019,47,Nov,18,Wednesday,2019-11-28 04:02:45,2019-11-28 07:03:10,1.1016,1.10285,1.1011,1.10185,-0.0017500000000001403,0 days 03:00:25,True,False,False,0.0047999999999999154,True,Converge,NaN
55,2019-11-28 18:00:00,2019,47,Nov,18,Thursday,2019-11-29 10:59:40,2019-11-29 08:14:40,1.10195,1.10385,1.09905,1.1032,0.0047999999999999154,0 days 02:45:00,False,True,True,0.008800000000000141,True,D_sweep,False
56,2019-12-01 18:00:00,2019,48,Dec,18,Sunday,2019-12-02 11:29:25,2019-12-02 07:08:25,1.10295,1.11,1.1012,1.10885,0.008800000000000141,0 days 04:21:00,False,True,False,0.002850000000000019,False,T_Up,NaN
57,2019-12-02 18:00:00,2019,48,Dec,18,Monday,2019-12-03 11:29:40,2019-12-03 05:27:30,1.10865,1.1103,1.10745,1.109,0.002850000000000019,0 days 06:02:10,False,True,False,0.00495000000000001,False,T_Up,NaN
58,2019-12-03 18:00:00,2019,48,Dec,18,Tuesday,2019-12-04 10:00:25,2019-12-04 04:28:00,1.10895,1.1124,1.10745,1.10845,0.00495000000000001,0 days 05:32:25,False,True,False,0.0030999999999998806,False,T_Up,NaN
59,2019-12-04 18:00:00,2019,48,Dec,18,Wednesday,2019-12-05 12:28:30,2019-12-04 18:00:00,1.1083,1.1114,1.1083,1.111,0.0030999999999998806,0 days 18:28:30,False,False,False,-0.007050000000000001,True,Converge,NaN
60,2019-12-05 18:00:00,2019,48,Dec,18,Thursday,2019-12-06 03:02:30,2019-12-06 10:51:40,1.11095,1.1115,1.10445,1.10675,-0.007050000000000001,0 days 07:49:10,True,True,True,0.0025000000000001688,True,D_sweep,NaN
61,2019-12-08 18:00:00,2019,49,Dec,18,Sunday,2019-12-09 07:50:10,2019-12-08 22:00:00,1.1063,1.1083,1.1058,1.1068,0.0025000000000001688,0 days 09:50:10,False,False,False,0.0035000000000000586,True,Converge,NaN
62,2019-12-09 18:00:00,2019,49,Dec,18,Monday,2019-12-10 14:53:25,2019-12-09 18:40:30,1.1068,1.1102,1.1067,1.10965,0.0035000000000000586,0 days 20:12:55,False,True,False,0.00749999999999984,False,T_Up,NaN
63,2019-12-10 18:00:00,2019,49,Dec,18,Tuesday,2019-12-11 15:08:25,2019-12-11 07:55:35,1.1096,1.11485,1.10735,1.11335,0.00749999999999984,0 days 07:12:50,False,True,False,-0.005199999999999871,False,T_Up,NaN
64,2019-12-11 18:00:00,2019,49,Dec,18,Wednesday,2019-12-12 08:39:45,2019-12-12 13:09:15,1.11345,1.1156,1.1104,1.11335,-0.005199999999999871,0 days 04:29:30,True,True,False,-0.008199999999999985,False,T_Up,NaN
65,2019-12-12 18:00:00,2019,49,Dec,18,Thursday,2019-12-12 18:20:35,2019-12-13 12:45:30,1.125,1.12635,1.11815,1.119,-0.008199999999999985,0 days 18:24:55,True,True,False,0.0035999999999998256,False,T_Up,NaN
66,2019-12-15 18:00:00,2019,50,Dec,18,Sunday,2019-12-16 10:08:15,2019-12-15 18:23:40,1.1197,1.12275,1.11915,1.12135,0.0035999999999998256,0 days 15:44:35,False,False,False,0.004550000000000054,True,Converge,NaN
67,2019-12-16 18:00:00,2019,50,Dec,18,Monday,2019-12-17 07:49:45,2019-12-17 03:26:35,1.121,1.1244,1.11985,1.122,0.004550000000000054,0 days 04:23:10,False,True,False,-0.004350000000000076,False,T_Up,NaN
68,2019-12-17 18:00:00,2019,50,Dec,18,Tuesday,2019-12-17 18:29:55,2019-12-18 08:29:25,1.12205,1.12215,1.1178,1.1181,-0.004350000000000076,0 days 13:59:30,True,False,True,-0.0036999999999998145,False,T_Down,NaN
69,2019-12-18 18:00:00,2019,50,Dec,18,Wednesday,2019-12-19 05:59:40,2019-12-19 10:24:30,1.11835,1.12095,1.11725,1.1186,-0.0036999999999998145,0 days 04:24:50,True,False,True,-0.005849999999999911,False,T_Down,NaN
70,2019-12-19 18:00:00,2019,50,Dec,18,Thursday,2019-12-19 18:36:40,2019-12-20 13:31:35,1.1187,1.1189,1.11305,1.1141,-0.005849999999999911,0 days 18:54:55,True,False,True,0.002649999999999819,False,T_Down,NaN
71,2019-12-22 18:00:00,2019,51,Dec,18,Sunday,2019-12-23 10:39:05,2019-12-23 08:25:45,1.11405,1.1159,1.11325,1.1152,0.002649999999999819,0 days 02:13:20,False,False,False,0.0025999999999999357,True,Converge,NaN
72,2019-12-23 18:00:00,2019,51,Dec,18,Monday,2019-12-24 11:32:30,2019-12-24 06:01:05,1.11515,1.1156,1.113,1.11465,0.0025999999999999357,0 days 05:31:25,False,False,True,0.0027999999999999137,False,T_Down,NaN
73,2019-12-25 18:00:00,2019,51,Dec,18,Wednesday,2019-12-26 13:58:30,2019-12-26 06:07:50,1.1154,1.1172,1.1144,1.11585,0.0027999999999999137,0 days 07:50:40,False,True,False,0.008750000000000036,False,T_Up,NaN
74,2019-12-26 18:00:00,2019,51,Dec,18,Thursday,2019-12-27 14:06:00,2019-12-26 18:00:00,1.116,1.12465,1.1159,1.12335,0.008750000000000036,0 days 20:06:00,False,True,False,0.0040999999999999925,False,T_Up,NaN
75,2019-12-29 18:00:00,2019,52,Dec,18,Sunday,2019-12-30 11:47:05,2019-12-29 18:38:05,1.12375,1.1275,1.1234,1.12525,0.0040999999999999925,0 days 17:09:00,False,True,False,0.004149999999999876,False,T_Up,NaN
76,2019-12-30 18:00:00,2019,52,Dec,18,Monday,2019-12-31 08:41:10,2019-12-30 22:33:00,1.12565,1.1293,1.12515,1.1264,0.004149999999999876,0 days 10:08:10,False,True,False,-0.006199999999999983,False,T_Up,True
77,2020-01-01 18:00:00,2020,00,Jan,18,Wednesday,2020-01-01 20:19:40,2020-01-02 12:03:10,1.1267,1.12755,1.12135,1.12225,-0.006199999999999983,0 days 15:43:30,True,False,True,0.005549999999999944,False,T_Down,NaN
78,2020-01-02 18:00:00,2020,00,Jan,18,Thursday,2020-01-03 11:34:40,2020-01-03 06:48:05,1.1222,1.1229,1.11735,1.12045,0.005549999999999944,0 days 04:46:35,False,False,True,0.004850000000000021,False,T_Down,NaN
79,2020-01-05 18:00:00,2020,01,Jan,18,Sunday,2020-01-06 06:16:40,2020-01-06 01:17:45,1.12085,1.12545,1.1206,1.1246,0.004850000000000021,0 days 04:58:55,False,True,False,-0.006549999999999834,False,T_Up,NaN
80,2020-01-06 18:00:00,2020,01,Jan,18,Monday,2020-01-06 18:00:10,2020-01-07 11:23:40,1.1246,1.12465,1.1181,1.1201,-0.006549999999999834,0 days 17:23:30,True,False,True,-0.00670000000000015,False,T_Down,NaN
81,2020-01-07 18:00:00,2020,01,Jan,18,Tuesday,2020-01-07 19:14:45,2020-01-08 16:57:05,1.1198,1.12155,1.11485,1.11515,-0.00670000000000015,0 days 21:42:20,True,False,True,-0.002850000000000019,False,T_Down,NaN
82,2020-01-08 18:00:00,2020,01,Jan,18,Wednesday,2020-01-09 02:47:00,2020-01-09 10:40:35,1.1153,1.11655,1.1137,1.1151,-0.002850000000000019,0 days 07:53:35,True,False,True,0.004450000000000065,False,T_Down,NaN
83,2020-01-09 18:00:00,2020,01,Jan,18,Thursday,2020-01-10 12:25:45,2020-01-10 06:03:15,1.11515,1.11735,1.1129,1.1167,0.004450000000000065,0 days 06:22:30,False,True,True,0.0034000000000000696,True,D_sweep,NaN
84,2020-01-12 18:00:00,2020,02,Jan,18,Sunday,2020-01-13 11:31:35,2020-01-13 05:00:45,1.11615,1.11905,1.11565,1.1177,0.0034000000000000696,0 days 06:30:50,False,True,False,-0.0040999999999999925,False,T_Up,NaN
85,2020-01-13 18:00:00,2020,02,Jan,18,Monday,2020-01-14 01:59:35,2020-01-14 09:14:35,1.11775,1.11875,1.11465,1.1169,-0.0040999999999999925,0 days 07:15:00,True,False,True,0.004549999999999832,False,T_Down,NaN
86,2020-01-14 18:00:00,2020,02,Jan,18,Tuesday,2020-01-15 09:33:30,2020-01-15 03:20:05,1.1169,1.12055,1.116,1.11915,0.004549999999999832,0 days 06:13:25,False,True,False,-0.0046000000000001595,False,T_Up,NaN
87,2020-01-15 18:00:00,2020,02,Jan,18,Wednesday,2020-01-16 07:32:35,2020-01-16 11:50:30,1.1192,1.12125,1.11665,1.1175,-0.0046000000000001595,0 days 04:17:55,True,True,False,-0.005700000000000038,False,T_Up,NaN
88,2020-01-16 18:00:00,2020,02,Jan,18,Thursday,2020-01-16 21:32:30,2020-01-17 10:44:30,1.1176,1.1182,1.1125,1.1129,-0.005700000000000038,0 days 13:12:00,True,False,True,-0.0025500000000000522,False,T_Down,NaN
89,2020-01-19 18:00:00,2020,03,Jan,18,Sunday,2020-01-20 02:22:35,2020-01-20 10:51:55,1.1129,1.11405,1.1115,1.1121,-0.0025500000000000522,0 days 08:29:20,True,False,True,-0.00374999999999992,False,T_Down,NaN
90,2020-01-20 18:00:00,2020,03,Jan,18,Monday,2020-01-21 08:21:55,2020-01-21 16:44:15,1.1133,1.1156,1.11185,1.1119,-0.00374999999999992,0 days 08:22:20,True,True,False,-0.0029000000000001247,False,T_Up,NaN
91,2020-01-21 18:00:00,2020,03,Jan,18,Tuesday,2020-01-22 09:09:20,2020-01-22 10:13:05,1.11185,1.11355,1.11065,1.11305,-0.0029000000000001247,0 days 01:03:45,True,False,True,-0.007349999999999968,False,T_Down,NaN
92,2020-01-22 18:00:00,2020,03,Jan,18,Wednesday,2020-01-23 08:34:55,2020-01-23 11:11:35,1.1128,1.1144,1.10705,1.10905,-0.007349999999999968,0 days 02:36:40,True,True,True,-0.0050000000000001155,True,D_sweep,NaN
93,2020-01-23 18:00:00,2020,03,Jan,18,Thursday,2020-01-24 03:30:00,2020-01-24 11:33:55,1.1089,1.1101,1.1051,1.10575,-0.0050000000000001155,0 days 08:03:55,True,False,True,-0.002850000000000019,False,T_Down,NaN
94,2020-01-26 18:00:00,2020,04,Jan,18,Sunday,2020-01-27 03:00:10,2020-01-27 11:08:20,1.10625,1.1071,1.10425,1.1052,-0.002850000000000019,0 days 08:08:10,True,False,True,-0.0027999999999999137,False,T_Down,NaN
95,2020-01-27 18:00:00,2020,04,Jan,18,Monday,2020-01-27 20:24:55,2020-01-28 10:06:25,1.1051,1.1058,1.103,1.10545,-0.0027999999999999137,0 days 13:41:30,True,False,True,-0.0036000000000000476,False,T_Down,NaN
96,2020-01-28 18:00:00,2020,04,Jan,18,Tuesday,2020-01-28 19:32:25,2020-01-29 08:59:15,1.10525,1.106,1.1024,1.1041,-0.0036000000000000476,0 days 13:26:50,True,True,True,0.0031999999999998696,True,D_sweep,NaN
97,2020-01-29 18:00:00,2020,04,Jan,18,Wednesday,2020-01-30 14:44:10,2020-01-30 02:14:40,1.10415,1.10685,1.10365,1.10605,0.0031999999999998696,0 days 12:29:30,False,True,False,0.007950000000000124,False,T_Up,NaN
98,2020-01-30 18:00:00,2020,04,Jan,18,Thursday,2020-01-31 16:50:10,2020-01-31 02:09:05,1.1062,1.1125,1.10455,1.1124,0.007950000000000124,0 days 14:41:05,False,True,False,-0.005900000000000016,False,T_Up,NaN
99,2020-02-02 18:00:00,2020,05,Feb,18,Sunday,2020-02-02 18:10:50,2020-02-03 10:00:00,1.11165,1.112,1.1061,1.1089,-0.005900000000000016,0 days 15:49:10,True,False,False,-0.003149999999999986,True,Converge,NaN
100,2020-02-03 18:00:00,2020,05,Feb,18,Monday,2020-02-03 20:47:15,2020-02-04 10:40:50,1.10875,1.1092,1.10605,1.1072,-0.003149999999999986,0 days 13:53:35,True,False,True,-0.005449999999999955,False,T_Down,NaN
101,2020-02-04 18:00:00,2020,05,Feb,18,Tuesday,2020-02-05 03:29:00,2020-02-05 14:30:30,1.10715,1.10745,1.102,1.1025,-0.005449999999999955,0 days 11:01:30,True,False,True,-0.00495000000000001,False,T_Down,NaN
102,2020-02-05 18:00:00,2020,05,Feb,18,Wednesday,2020-02-06 03:02:25,2020-02-06 10:54:30,1.10245,1.10385,1.0989,1.1006,-0.00495000000000001,0 days 07:52:05,True,False,True,-0.004250000000000087,False,T_Down,NaN
103,2020-02-06 18:00:00,2020,05,Feb,18,Thursday,2020-02-06 21:59:50,2020-02-07 12:58:40,1.10035,1.10085,1.0966,1.0968,-0.004250000000000087,0 days 14:58:50,True,False,True,-0.005049999999999999,False,T_Down,NaN
104,2020-02-09 18:00:00,2020,06,Feb,18,Sunday,2020-02-10 00:00:50,2020-02-10 15:40:25,1.0968,1.0981,1.09305,1.09345,-0.005049999999999999,0 days 15:39:35,True,False,True,0.0033999999999998476,False,T_Down,NaN
105,2020-02-10 18:00:00,2020,06,Feb,18,Monday,2020-02-11 10:09:55,2020-02-11 08:35:10,1.09335,1.09475,1.09135,1.0938,0.0033999999999998476,0 days 01:34:45,False,False,True,-0.006049999999999889,False,T_Down,NaN
106,2020-02-11 18:00:00,2020,06,Feb,18,Tuesday,2020-02-12 03:33:30,2020-02-12 14:23:35,1.094,1.09475,1.0887,1.0895,-0.006049999999999889,0 days 10:50:05,True,False,True,-0.005549999999999944,False,T_Down,NaN
107,2020-02-12 18:00:00,2020,06,Feb,18,Wednesday,2020-02-13 04:01:55,2020-02-13 10:24:45,1.0892,1.0908,1.08525,1.08595,-0.005549999999999944,0 days 06:22:50,True,False,True,0.003449999999999953,False,T_Down,NaN
108,2020-02-13 18:00:00,2020,06,Feb,18,Thursday,2020-02-14 09:38:15,2020-02-13 19:13:45,1.0859,1.08805,1.0846,1.08505,0.003449999999999953,0 days 14:24:30,False,False,True,-0.0021999999999999797,False,T_Down,NaN
109,2020-02-16 18:00:00,2020,07,Feb,18,Sunday,2020-02-17 04:13:25,2020-02-17 10:59:55,1.0857,1.08695,1.08475,1.085,-0.0021999999999999797,0 days 06:46:30,True,False,False,-0.005249999999999977,True,Converge,NaN
110,2020-02-17 18:00:00,2020,07,Feb,18,Monday,2020-02-17 18:00:00,2020-02-18 09:16:25,1.08535,1.0855,1.08025,1.0809,-0.005249999999999977,0 days 15:16:25,True,False,True,0.0029999999999998916,False,T_Down,NaN
